,Date,Hour,Time Block,A1,A2,E1,E2,N1,N2,N3,S1,S2,S3,W1,W2,W3,MCP
0,01-12-2022,1,00:00 - 00:15,3045.46,3045.46,3045.46,3045.46,3045.46,3045.46,3045.46,3045.46,3045.46,3045.46,3045.46,3045.46,3045.46,3045.46
1,01-12-2022,1,00:15 - 00:30,2937.95,2937.95,2937.95,2937.95,2937.95,2937.95,2937.95,2937.95,2937.95,2937.95,2937.95,2937.95,2937.95,2937.95
2,01-12-2022,1,00:30 - 00:45,2885.84,2885.84,2885.84,2885.84,2885.84,2885.84,2885.84,2885.84,2885.84,2885.84,2885.84,2885.84,2885.84,2885.84
3,01-12-2022,1,00:45 - 01:00,2885.31,2885.31,2885.31,2885.31,2885.31,2885.31,2885.31,2885.31,2885.31,2885.31,2885.31,2885.31,2885.31,2885.31
4,01-12-2022,2,01:00 - 01:15,2859.39,2859.39,2859.39,2859.39,2859.39,2859.39,2859.39,2859.39,2859.39,2859.39,2859.39,2859.39,2859.39,2859.39
5,01-12-2022,2,01:15 - 01:30,2850.54,2850.54,2850.54,2850.54,2850.54,2850.54,2850.54,2850.54,2850.54,2850.54,2850.54,2850.54,2850.54,2850.54
6,01-12-2022,2,01:30 - 01:45,2807.94,2807.94,2807.94,2807.94,2807.94,2807.94,2807.94,2807.94,2807.94,2807.94,2807.94,2807.94,2807.94,2807.94
7,01-12-2022,2,01:45 - 02:00,2807.64,2807.64,2807.64,2807.64,2807.64,2807.64,2807.64,2807.64,2807.64,2807.64,2807.64,2807.64,2807.64,2807.64
8,01-12-2022,3,02:00 - 02:15,2807.43,2807.43,2807.43,2807.43,2807.43,2807.43,2807.43,2807.43,2807.43,2807.43,2807.43,2807.43,2807.43,2807.43
9,01-12-2022,3,02:15 - 02:30,2807.18,2807.18,2807.18,2807.18,2807.18,2807.18,2807.18,2807.18,2807.18,2807.18,2807.18,2807.18,2807.18,2807.18
10,01-12-2022,3,02:30 - 02:45,2709.68,2709.68,2709.68,2709.68,2709.68,2709.68,2709.68,2709.68,2709.68,2709.68,2709.68,2709.68,2709.68,2709.68
11,01-12-2022,3,02:45 - 03:00,2709.32,2709.32,2709.32,2709.32,2709.32,2709.32,2709.32,2709.32,2709.32,2709.32,2709.32,2709.32,2709.32,2709.32
12,01-12-2022,4,03:00 - 03:15,2709.83,2709.83,2709.83,2709.83,2709.83,2709.83,2709.83,2709.83,2709.83,2709.83,2709.83,2709.83,2709.83,2709.83
13,01-12-2022,4,03:15 - 03:30,2709.83,2709.83,2709.83,2709.83,2709.83,2709.83,2709.83,2709.83,2709.83,2709.83,2709.83,2709.83,2709.83,2709.83
14,01-12-2022,4,03:30 - 03:45,2709.88,2709.88,2709.88,2709.88,2709.88,2709.88,2709.88,2709.88,2709.88,2709.88,2709.88,2709.88,2709.88,2709.88
15,01-12-2022,4,03:45 - 04:00,2709.82,2709.82,2709.82,2709.82,2709.82,2709.82,2709.82,2709.82,2709.82,2709.82,2709.82,2709.82,2709.82,2709.82
16,01-12-2022,5,04:00 - 04:15,2807.88,2807.88,2807.88,2807.88,2807.88,2807.88,2807.88,2807.88,2807.88,2807.88,2807.88,2807.88,2807.88,2807.88
17,01-12-2022,5,04:15 - 04:30,2898.78,2898.78,2898.78,2898.78,2898.78,2898.78,2898.78,2898.78,2898.78,2898.78,2898.78,2898.78,2898.78,2898.78
18,01-12-2022,5,04:30 - 04:45,2950.1,2950.1,2950.1,2950.1,2950.1,2950.1,2950.1,2950.1,2950.1,2950.1,2950.1,2950.1,2950.1,2950.1
19,01-12-2022,5,04:45 - 05:00,3045.15,3045.15,3045.15,3045.15,3045.15,3045.15,3045.15,3045.15,3045.15,3045.15,3045.15,3045.15,3045.15,3045.15
20,01-12-2022,6,05:00 - 05:15,3340.59,3340.59,3340.59,3340.59,3340.59,3340.59,3340.59,3340.59,3340.59,3340.59,3340.59,3340.59,3340.59,3340.59
21,01-12-2022,6,05:15 - 05:30,3403.79,3403.79,3403.79,3403.79,3403.79,3403.79,3403.79,3403.79,3403.79,3403.79,3403.79,3403.79,3403.79,3403.79
22,01-12-2022,6,05:30 - 05:45,3600.65,3600.65,3600.65,3600.65,3600.65,3600.65,3600.65,3600.65,3600.65,3600.65,3600.65,3600.65,3600.65,3600.65
23,01-12-2022,6,05:45 - 06:00,4014.82,4014.82,4014.82,4014.82,4014.82,4014.82,4014.82,4014.82,4014.82,4014.82,4014.82,4014.82,4014.82,4014.82
24,01-12-2022,7,06:00 - 06:15,4092.98,4092.98,4092.98,4092.98,4092.98,4092.98,4092.98,4092.98,4092.98,4092.98,4092.98,4092.98,4092.98,4092.98
25,01-12-2022,7,06:15 - 06:30,4400.6,4400.6,4400.6,4400.6,4400.6,4400.6,4400.6,4400.6,4400.6,4400.6,4400.6,4400.6,4400.6,4400.6
26,01-12-2022,7,06:30 - 06:45,5000.06,5000.06,5000.06,5000.06,5000.06,5000.06,5000.06,5000.06,5000.06,5000.06,5000.06,5000.06,5000.06,5000.06
27,01-12-2022,7,06:45 - 07:00,6059.18,6059.18,6059.18,6059.18,6059.18,6059.18,6059.18,6059.18,6059.18,6059.18,6059.18,6059.18,6059.18,6059.18
28,01-12-2022,8,07:00 - 07:15,7000.4,7000.4,7000.4,7000.4,7000.4,7000.4,7000.4,7000.4,7000.4,7000.4,7000.4,7000.4,7000.4,7000.4
29,01-12-2022,8,07:15 - 07:30,7000.18,7000.18,7000.18,7000.18,7000.18,7000.18,7000.18,7000.18,7000.18,7000.18,7000.18,7000.18,7000.18,7000.18
30,01-12-2022,8,07:30 - 07:45,6209.03,6209.03,6209.03,6209.03,6209.03,6209.03,6209.03,6209.03,6209.03,6209.03,6209.03,6209.03,6209.03,6209.03
31,01-12-2022,8,07:45 - 08:00,6209.26,6209.26,6209.26,6209.26,6209.26,6209.26,6209.26,6209.26,6209.26,6209.26,6209.26,6209.26,6209.26,6209.26
32,01-12-2022,9,08:00 - 08:15,6059.79,6059.79,6059.79,6059.79,6059.79,6059.79,6059.79,6059.79,6059.79,6059.79,6059.79,6059.79,6059.79,6059.79
33,01-12-2022,9,08:15 - 08:30,6415.6,6415.6,6415.6,6415.6,6415.6,6415.6,6415.6,6415.6,6415.6,6415.6,6415.6,6415.6,6415.6,6415.6
34,01-12-2022,9,08:30 - 08:45,6072.97,6072.97,6072.97,6072.97,6072.97,6072.97,6072.97,6072.97,6072.97,6072.97,6072.97,6072.97,6072.97,6072.97
35,01-12-2022,9,08:45 - 09:00,6118.13,6118.13,6118.13,6118.13,6118.13,6118.13,6118.13,6118.13,6118.13,6118.13,6118.13,6118.13,6118.13,6118.13
36,01-12-2022,10,09:00 - 09:15,6000.25,6000.25,6000.25,6000.25,6000.25,6000.25,6000.25,6000.25,6000.25,6000.25,6000.25,6000.25,6000.25,6000.25
37,01-12-2022,10,09:15 - 09:30,6000.59,6000.59,6000.59,6000.59,6000.59,6000.59,6000.59,6000.59,6000.59,6000.59,6000.59,6000.59,6000.59,6000.59
38,01-12-2022,10,09:30 - 09:45,5960.92,5960.92,5960.92,5960.92,5960.92,5960.92,5960.92,5960.92,5960.92,5960.92,5960.92,5960.92,5960.92,5960.92
39,01-12-2022,10,09:45 - 10:00,6000.24,6000.24,6000.24,6000.24,6000.24,6000.24,6000.24,6000.24,6000.24,6000.24,6000.24,6000.24,6000.24,6000.24
40,01-12-2022,11,10:00 - 10:15,5999.63,5999.63,5999.63,5999.63,5999.63,5999.63,5999.63,5999.63,5999.63,5999.63,5999.63,5999.63,5999.63,5999.63
41,01-12-2022,11,10:15 - 10:30,5937.03,5937.03,5937.03,5937.03,5937.03,5937.03,5937.03,5937.03,5937.03,5937.03,5937.03,5937.03,5937.03,5937.03
42,01-12-2022,11,10:30 - 10:45,5773.36,5773.36,5773.36,5773.36,5773.36,5773.36,5773.36,5773.36,5773.36,5773.36,5773.36,5773.36,5773.36,5773.36
43,01-12-2022,11,10:45 - 11:00,5608.99,5608.99,5608.99,5608.99,5608.99,5608.99,5608.99,5608.99,5608.99,5608.99,5608.99,5608.99,5608.99,5608.99
44,01-12-2022,12,11:00 - 11:15,5593.91,5593.91,5593.91,5593.91,5593.91,5593.91,5593.91,5593.91,5593.91,5593.91,5593.91,5593.91,5593.91,5593.91
45,01-12-2022,12,11:15 - 11:30,4999.47,4999.47,4999.47,4999.47,4999.47,4999.47,4999.47,4999.47,4999.47,4999.47,4999.47,4999.47,4999.47,4999.47
46,01-12-2022,12,11:30 - 11:45,5280.22,5280.22,5280.22,5280.22,5280.22,5280.22,5280.22,5280.22,5280.22,5280.22,5280.22,5280.22,5280.22,5280.22
47,01-12-2022,12,11:45 - 12:00,5280.08,5280.08,5280.08,5280.08,5280.08,5280.08,5280.08,5280.08,5280.08,5280.08,5280.08,5280.08,5280.08,5280.08
48,01-12-2022,13,12:00 - 12:15,4999.21,4999.21,4999.21,4999.21,4999.21,4999.21,4999.21,4999.21,4999.21,4999.21,4999.21,4999.21,4999.21,4999.21
49,01-12-2022,13,12:15 - 12:30,4310.31,4310.31,4310.31,4310.31,4310.31,4310.31,4310.31,4310.31,4310.31,4310.31,4310.31,4310.31,4310.31,4310.31
50,01-12-2022,13,12:30 - 12:45,4310.27,4310.27,4310.27,4310.27,4310.27,4310.27,4310.27,4310.27,4310.27,4310.27,4310.27,4310.27,4310.27,4310.27
51,01-12-2022,13,12:45 - 13:00,4222.51,4222.51,4222.51,4222.51,4222.51,4222.51,4222.51,4222.51,4222.51,4222.51,4222.51,4222.51,4222.51,4222.51
52,01-12-2022,14,13:00 - 13:15,4020.72,4020.72,4020.72,4020.72,4020.72,4020.72,4020.72,4020.72,4020.72,4020.72,4020.72,4020.72,4020.72,4020.72
53,01-12-2022,14,13:15 - 13:30,4014.35,4014.35,4014.35,4014.35,4014.35,4014.35,4014.35,4014.35,4014.35,4014.35,4014.35,4014.35,4014.35,4014.35
54,01-12-2022,14,13:30 - 13:45,4020.37,4020.37,4020.37,4020.37,4020.37,4020.37,4020.37,4020.37,4020.37,4020.37,4020.37,4020.37,4020.37,4020.37
55,01-12-2022,14,13:45 - 14:00,4014.96,4014.96,4014.96,4014.96,4014.96,4014.96,4014.96,4014.96,4014.96,4014.96,4014.96,4014.96,4014.96,4014.96
56,01-12-2022,15,14:00 - 14:15,4014.95,4014.95,4014.95,4014.95,4014.95,4014.95,4014.95,4014.95,4014.95,4014.95,4014.95,4014.95,4014.95,4014.95
57,01-12-2022,15,14:15 - 14:30,4092.36,4092.36,4092.36,4092.36,4092.36,4092.36,4092.36,4092.36,4092.36,4092.36,4092.36,4092.36,4092.36,4092.36
58,01-12-2022,15,14:30 - 14:45,4092.96,4092.96,4092.96,4092.96,4092.96,4092.96,4092.96,4092.96,4092.96,4092.96,4092.96,4092.96,4092.96,4092.96
59,01-12-2022,15,14:45 - 15:00,4201.11,4201.11,4201.11,4201.11,4201.11,4201.11,4201.11,4201.11,4201.11,4201.11,4201.11,4201.11,4201.11,4201.11
60,01-12-2022,16,15:00 - 15:15,4222.75,4222.75,4222.75,4222.75,4222.75,4222.75,4222.75,4222.75,4222.75,4222.75,4222.75,4222.75,4222.75,4222.75
61,01-12-2022,16,15:15 - 15:30,4999.99,4999.99,4999.99,4999.99,4999.99,4999.99,4999.99,4999.99,4999.99,4999.99,4999.99,4999.99,4999.99,4999.99
62,01-12-2022,16,15:30 - 15:45,5280.79,5280.79,5280.79,5280.79,5280.79,5280.79,5280.79,5280.79,5280.79,5280.79,5280.79,5280.79,5280.79,5280.79
63,01-12-2022,16,15:45 - 16:00,5412.05,5412.05,5412.05,5412.05,5412.05,5412.05,5412.05,5412.05,5412.05,5412.05,5412.05,5412.05,5412.05,5412.05
64,01-12-2022,17,16:00 - 16:15,5100.58,5100.58,5100.58,5100.58,5100.58,5100.58,5100.58,5100.58,5100.58,5100.58,5100.58,5100.58,5100.58,5100.58
65,01-12-2022,17,16:15 - 16:30,5750.17,5750.17,5750.17,5750.17,5750.17,5750.17,5750.17,5750.17,5750.17,5750.17,5750.17,5750.17,5750.17,5750.17
66,01-12-2022,17,16:30 - 16:45,5950.24,5950.24,5950.24,5950.24,5950.24,5950.24,5950.24,5950.24,5950.24,5950.24,5950.24,5950.24,5950.24,5950.24
67,01-12-2022,17,16:45 - 17:00,5962.11,5962.11,5962.11,5962.11,5962.11,5962.11,5962.11,5962.11,5962.11,5962.11,5962.11,5962.11,5962.11,5962.11
68,01-12-2022,18,17:00 - 17:15,6500.2,6500.2,6500.2,6500.2,6500.2,6500.2,6500.2,6500.2,6500.2,6500.2,6500.2,6500.2,6500.2,6500.2
69,01-12-2022,18,17:15 - 17:30,6500.99,6500.99,6500.99,6500.99,6500.99,6500.99,6500.99,6500.99,6500.99,6500.99,6500.99,6500.99,6500.99,6500.99
70,01-12-2022,18,17:30 - 17:45,8000.07,8000.07,8000.07,8000.07,8000.07,8000.07,8000.07,8000.07,8000.07,8000.07,8000.07,8000.07,8000.07,8000.07
71,01-12-2022,18,17:45 - 18:00,9104.99,9104.99,9104.99,9104.99,9104.99,9104.99,9104.99,9104.99,9104.99,9104.99,9104.99,9104.99,9104.99,9104.99
72,01-12-2022,19,18:00 - 18:15,8866.95,8866.95,8866.95,8866.95,8866.95,8866.95,8866.95,8866.95,8866.95,8866.95,8866.95,8866.95,8866.95,8866.95
73,01-12-2022,19,18:15 - 18:30,9000.18,9000.18,9000.18,9000.18,9000.18,9000.18,9000.18,9000.18,9000.18,9000.18,9000.18,9000.18,9000.18,9000.18
74,01-12-2022,19,18:30 - 18:45,9000.41,9000.41,9000.41,9000.41,9000.41,9000.41,9000.41,9000.41,9000.41,9000.41,9000.41,9000.41,9000.41,9000.41
75,01-12-2022,19,18:45 - 19:00,8000.74,8000.74,8000.74,8000.74,8000.74,8000.74,8000.74,8000.74,8000.74,8000.74,8000.74,8000.74,8000.74,8000.74
76,01-12-2022,20,19:00 - 19:15,7500.31,7500.31,7500.31,7500.31,7500.31,7500.31,7500.31,7500.31,7500.31,7500.31,7500.31,7500.31,7500.31,7500.31
77,01-12-2022,20,19:15 - 19:30,7000.58,7000.58,7000.58,7000.58,7000.58,7000.58,7000.58,7000.58,7000.58,7000.58,7000.58,7000.58,7000.58,7000.58
78,01-12-2022,20,19:30 - 19:45,7000.71,7000.71,7000.71,7000.71,7000.71,7000.71,7000.71,7000.71,7000.71,7000.71,7000.71,7000.71,7000.71,7000.71
79,01-12-2022,20,19:45 - 20:00,6529.67,6529.67,6529.67,6529.67,6529.67,6529.67,6529.67,6529.67,6529.67,6529.67,6529.67,6529.67,6529.67,6529.67
80,01-12-2022,21,20:00 - 20:15,5499.15,5499.15,5499.15,5499.15,5499.15,5499.15,5499.15,5499.15,5499.15,5499.15,5499.15,5499.15,5499.15,5499.15
81,01-12-2022,21,20:15 - 20:30,5288.36,5288.36,5288.36,5288.36,5288.36,5288.36,5288.36,5288.36,5288.36,5288.36,5288.36,5288.36,5288.36,5288.36
82,01-12-2022,21,20:30 - 20:45,5581.42,5581.42,5581.42,5581.42,5581.42,5581.42,5581.42,5581.42,5581.42,5581.42,5581.42,5581.42,5581.42,5581.42
83,01-12-2022,21,20:45 - 21:00,5070.67,5070.67,5070.67,5070.67,5070.67,5070.67,5070.67,5070.67,5070.67,5070.67,5070.67,5070.67,5070.67,5070.67
84,01-12-2022,22,21:00 - 21:15,4754.58,4754.58,4754.58,4754.58,4754.58,4754.58,4754.58,4754.58,4754.58,4754.58,4754.58,4754.58,4754.58,4754.58
85,01-12-2022,22,21:15 - 21:30,4699.76,4699.76,4699.76,4699.76,4699.76,4699.76,4699.76,4699.76,4699.76,4699.76,4699.76,4699.76,4699.76,4699.76
86,01-12-2022,22,21:30 - 21:45,4092.61,4092.61,4092.61,4092.61,4092.61,4092.61,4092.61,4092.61,4092.61,4092.61,4092.61,4092.61,4092.61,4092.61
87,01-12-2022,22,21:45 - 22:00,4014.61,4014.61,4014.61,4014.61,4014.61,4014.61,4014.61,4014.61,4014.61,4014.61,4014.61,4014.61,4014.61,4014.61
88,01-12-2022,23,22:00 - 22:15,3940.93,3940.93,3940.93,3940.93,3940.93,3940.93,3940.93,3940.93,3940.93,3940.93,3940.93,3940.93,3940.93,3940.93
89,01-12-2022,23,22:15 - 22:30,3940.52,3940.52,3940.52,3940.52,3940.52,3940.52,3940.52,3940.52,3940.52,3940.52,3940.52,3940.52,3940.52,3940.52
90,01-12-2022,23,22:30 - 22:45,3777.08,3777.08,3777.08,3777.08,3777.08,3777.08,3777.08,3777.08,3777.08,3777.08,3777.08,3777.08,3777.08,3777.08
91,01-12-2022,23,22:45 - 23:00,3541.77,3541.77,3541.77,3541.77,3541.77,3541.77,3541.77,3541.77,3541.77,3541.77,3541.77,3541.77,3541.77,3541.77
92,01-12-2022,24,23:00 - 23:15,3340.95,3340.95,3340.95,3340.95,3340.95,3340.95,3340.95,3340.95,3340.95,3340.95,3340.95,3340.95,3340.95,3340.95
93,01-12-2022,24,23:15 - 23:30,3330.79,3330.79,3330.79,3330.79,3330.79,3330.79,3330.79,3330.79,3330.79,3330.79,3330.79,3330.79,3330.79,3330.79
94,01-12-2022,24,23:30 - 23:45,3200.07,3200.07,3200.07,3200.07,3200.07,3200.07,3200.07,3200.07,3200.07,3200.07,3200.07,3200.07,3200.07,3200.07
95,01-12-2022,24,23:45 - 24:00,3150.41,3150.41,3150.41,3150.41,3150.41,3150.41,3150.41,3150.41,3150.41,3150.41,3150.41,3150.41,3150.41,3150.41
96,02-12-2022,1,00:00 - 00:15,3045.65,3045.65,3045.65,3045.65,3045.65,3045.65,3045.65,3045.65,3045.65,3045.65,3045.65,3045.65,3045.65,3045.65
97,02-12-2022,1,00:15 - 00:30,3000.7,3000.7,3000.7,3000.7,3000.7,3000.7,3000.7,3000.7,3000.7,3000.7,3000.7,3000.7,3000.7,3000.7
98,02-12-2022,1,00:30 - 00:45,2950.99,2950.99,2950.99,2950.99,2950.99,2950.99,2950.99,2950.99,2950.99,2950.99,2950.99,2950.99,2950.99,2950.99
99,02-12-2022,1,00:45 - 01:00,2937.59,2937.59,2937.59,2937.59,2937.59,2937.59,2937.59,2937.59,2937.59,2937.59,2937.59,2937.59,2937.59,2937.59
100,02-12-2022,2,01:00 - 01:15,2885.9,2885.9,2885.9,2885.9,2885.9,2885.9,2885.9,2885.9,2885.9,2885.9,2885.9,2885.9,2885.9,2885.9
101,02-12-2022,2,01:15 - 01:30,2885.01,2885.01,2885.01,2885.01,2885.01,2885.01,2885.01,2885.01,2885.01,2885.01,2885.01,2885.01,2885.01,2885.01
102,02-12-2022,2,01:30 - 01:45,2852.76,2852.76,2852.76,2852.76,2852.76,2852.76,2852.76,2852.76,2852.76,2852.76,2852.76,2852.76,2852.76,2852.76
103,02-12-2022,2,01:45 - 02:00,2852.13,2852.13,2852.13,2852.13,2852.13,2852.13,2852.13,2852.13,2852.13,2852.13,2852.13,2852.13,2852.13,2852.13
104,02-12-2022,3,02:00 - 02:15,2852.25,2852.25,2852.25,2852.25,2852.25,2852.25,2852.25,2852.25,2852.25,2852.25,2852.25,2852.25,2852.25,2852.25
105,02-12-2022,3,02:15 - 02:30,2807.76,2807.76,2807.76,2807.76,2807.76,2807.76,2807.76,2807.76,2807.76,2807.76,2807.76,2807.76,2807.76,2807.76
106,02-12-2022,3,02:30 - 02:45,2807.29,2807.29,2807.29,2807.29,2807.29,2807.29,2807.29,2807.29,2807.29,2807.29,2807.29,2807.29,2807.29,2807.29
107,02-12-2022,3,02:45 - 03:00,2807.18,2807.18,2807.18,2807.18,2807.18,2807.18,2807.18,2807.18,2807.18,2807.18,2807.18,2807.18,2807.18,2807.18
108,02-12-2022,4,03:00 - 03:15,2750.02,2750.02,2750.02,2750.02,2750.02,2750.02,2750.02,2750.02,2750.02,2750.02,2750.02,2750.02,2750.02,2750.02
109,02-12-2022,4,03:15 - 03:30,2709.39,2709.39,2709.39,2709.39,2709.39,2709.39,2709.39,2709.39,2709.39,2709.39,2709.39,2709.39,2709.39,2709.39
110,02-12-2022,4,03:30 - 03:45,2589.79,2589.79,2589.79,2589.79,2589.79,2589.79,2589.79,2589.79,2589.79,2589.79,2589.79,2589.79,2589.79,2589.79
111,02-12-2022,4,03:45 - 04:00,2709.18,2709.18,2709.18,2709.18,2709.18,2709.18,2709.18,2709.18,2709.18,2709.18,2709.18,2709.18,2709.18,2709.18
112,02-12-2022,5,04:00 - 04:15,2807.49,2807.49,2807.49,2807.49,2807.49,2807.49,2807.49,2807.49,2807.49,2807.49,2807.49,2807.49,2807.49,2807.49
113,02-12-2022,5,04:15 - 04:30,2852.9,2852.9,2852.9,2852.9,2852.9,2852.9,2852.9,2852.9,2852.9,2852.9,2852.9,2852.9,2852.9,2852.9
114,02-12-2022,5,04:30 - 04:45,2885.86,2885.86,2885.86,2885.86,2885.86,2885.86,2885.86,2885.86,2885.86,2885.86,2885.86,2885.86,2885.86,2885.86
115,02-12-2022,5,04:45 - 05:00,2937.78,2937.78,2937.78,2937.78,2937.78,2937.78,2937.78,2937.78,2937.78,2937.78,2937.78,2937.78,2937.78,2937.78
116,02-12-2022,6,05:00 - 05:15,3200.63,3200.63,3200.63,3200.63,3200.63,3200.63,3200.63,3200.63,3200.63,3200.63,3200.63,3200.63,3200.63,3200.63
117,02-12-2022,6,05:15 - 05:30,3403.33,3403.33,3403.33,3403.33,3403.33,3403.33,3403.33,3403.33,3403.33,3403.33,3403.33,3403.33,3403.33,3403.33
118,02-12-2022,6,05:30 - 05:45,3630.16,3630.16,3630.16,3630.16,3630.16,3630.16,3630.16,3630.16,3630.16,3630.16,3630.16,3630.16,3630.16,3630.16
119,02-12-2022,6,05:45 - 06:00,3990.32,3990.32,3990.32,3990.32,3990.32,3990.32,3990.32,3990.32,3990.32,3990.32,3990.32,3990.32,3990.32,3990.32
120,02-12-2022,7,06:00 - 06:15,4092.83,4092.83,4092.83,4092.83,4092.83,4092.83,4092.83,4092.83,4092.83,4092.83,4092.83,4092.83,4092.83,4092.83
121,02-12-2022,7,06:15 - 06:30,4471.66,4471.66,4471.66,4471.66,4471.66,4471.66,4471.66,4471.66,4471.66,4471.66,4471.66,4471.66,4471.66,4471.66
122,02-12-2022,7,06:30 - 06:45,4501.33,4501.33,4501.33,4501.33,4501.33,4501.33,4501.33,4501.33,4501.33,4501.33,4501.33,4501.33,4501.33,4501.33
123,02-12-2022,7,06:45 - 07:00,5499.84,5499.84,5499.84,5499.84,5499.84,5499.84,5499.84,5499.84,5499.84,5499.84,5499.84,5499.84,5499.84,5499.84
124,02-12-2022,8,07:00 - 07:15,5959.41,5959.41,5959.41,5959.41,5959.41,5959.41,5959.41,5959.41,5959.41,5959.41,5959.41,5959.41,5959.41,5959.41
125,02-12-2022,8,07:15 - 07:30,6147.84,6147.84,6147.84,6147.84,6147.84,6147.84,6147.84,6147.84,6147.84,6147.84,6147.84,6147.84,6147.84,6147.84
126,02-12-2022,8,07:30 - 07:45,6000.61,6000.61,6000.61,6000.61,6000.61,6000.61,6000.61,6000.61,6000.61,6000.61,6000.61,6000.61,6000.61,6000.61
127,02-12-2022,8,07:45 - 08:00,7000.24,7000.24,7000.24,7000.24,7000.24,7000.24,7000.24,7000.24,7000.24,7000.24,7000.24,7000.24,7000.24,7000.24
128,02-12-2022,9,08:00 - 08:15,6648.55,6648.55,6648.55,6648.55,6648.55,6648.55,6648.55,6648.55,6648.55,6648.55,6648.55,6648.55,6648.55,6648.55
129,02-12-2022,9,08:15 - 08:30,7000.71,7000.71,7000.71,7000.71,7000.71,7000.71,7000.71,7000.71,7000.71,7000.71,7000.71,7000.71,7000.71,7000.71
130,02-12-2022,9,08:30 - 08:45,5933.04,5933.04,5933.04,5933.04,5933.04,5933.04,5933.04,5933.04,5933.04,5933.04,5933.04,5933.04,5933.04,5933.04
131,02-12-2022,9,08:45 - 09:00,5300.54,5300.54,5300.54,5300.54,5300.54,5300.54,5300.54,5300.54,5300.54,5300.54,5300.54,5300.54,5300.54,5300.54
132,02-12-2022,10,09:00 - 09:15,5500.8,5500.8,5500.8,5500.8,5500.8,5500.8,5500.8,5500.8,5500.8,5500.8,5500.8,5500.8,5500.8,5500.8
133,02-12-2022,10,09:15 - 09:30,5959.1,5959.1,5959.1,5959.1,5959.1,5959.1,5959.1,5959.1,5959.1,5959.1,5959.1,5959.1,5959.1,5959.1
134,02-12-2022,10,09:30 - 09:45,5959.4,5959.4,5959.4,5959.4,5959.4,5959.4,5959.4,5959.4,5959.4,5959.4,5959.4,5959.4,5959.4,5959.4
135,02-12-2022,10,09:45 - 10:00,5937.29,5937.29,5937.29,5937.29,5937.29,5937.29,5937.29,5937.29,5937.29,5937.29,5937.29,5937.29,5937.29,5937.29
136,02-12-2022,11,10:00 - 10:15,5909.79,5909.79,5909.79,5909.79,5909.79,5909.79,5909.79,5909.79,5909.79,5909.79,5909.79,5909.79,5909.79,5909.79
137,02-12-2022,11,10:15 - 10:30,5909.16,5909.16,5909.16,5909.16,5909.16,5909.16,5909.16,5909.16,5909.16,5909.16,5909.16,5909.16,5909.16,5909.16
138,02-12-2022,11,10:30 - 10:45,5909.79,5909.79,5909.79,5909.79,5909.79,5909.79,5909.79,5909.79,5909.79,5909.79,5909.79,5909.79,5909.79,5909.79
139,02-12-2022,11,10:45 - 11:00,5909.32,5909.32,5909.32,5909.32,5909.32,5909.32,5909.32,5909.32,5909.32,5909.32,5909.32,5909.32,5909.32,5909.32
140,02-12-2022,12,11:00 - 11:15,5959.6,5959.6,5959.6,5959.6,5959.6,5959.6,5959.6,5959.6,5959.6,5959.6,5959.6,5959.6,5959.6,5959.6
141,02-12-2022,12,11:15 - 11:30,5500.17,5500.17,5500.17,5500.17,5500.17,5500.17,5500.17,5500.17,5500.17,5500.17,5500.17,5500.17,5500.17,5500.17
142,02-12-2022,12,11:30 - 11:45,4999.17,4999.17,4999.17,4999.17,4999.17,4999.17,4999.17,4999.17,4999.17,4999.17,4999.17,4999.17,4999.17,4999.17
143,02-12-2022,12,11:45 - 12:00,5410.43,5410.43,5410.43,5410.43,5410.43,5410.43,5410.43,5410.43,5410.43,5410.43,5410.43,5410.43,5410.43,5410.43
144,02-12-2022,13,12:00 - 12:15,4999.46,4999.46,4999.46,4999.46,4999.46,4999.46,4999.46,4999.46,4999.46,4999.46,4999.46,4999.46,4999.46,4999.46
145,02-12-2022,13,12:15 - 12:30,4555.31,4555.31,4555.31,4555.31,4555.31,4555.31,4555.31,4555.31,4555.31,4555.31,4555.31,4555.31,4555.31,4555.31
146,02-12-2022,13,12:30 - 12:45,4350.14,4350.14,4350.14,4350.14,4350.14,4350.14,4350.14,4350.14,4350.14,4350.14,4350.14,4350.14,4350.14,4350.14
147,02-12-2022,13,12:45 - 13:00,4402.49,4402.49,4402.49,4402.49,4402.49,4402.49,4402.49,4402.49,4402.49,4402.49,4402.49,4402.49,4402.49,4402.49
148,02-12-2022,14,13:00 - 13:15,4092.4,4092.4,4092.4,4092.4,4092.4,4092.4,4092.4,4092.4,4092.4,4092.4,4092.4,4092.4,4092.4,4092.4
149,02-12-2022,14,13:15 - 13:30,4014.67,4014.67,4014.67,4014.67,4014.67,4014.67,4014.67,4014.67,4014.67,4014.67,4014.67,4014.67,4014.67,4014.67
150,02-12-2022,14,13:30 - 13:45,4076.96,4076.96,4076.96,4076.96,4076.96,4076.96,4076.96,4076.96,4076.96,4076.96,4076.96,4076.96,4076.96,4076.96
151,02-12-2022,14,13:45 - 14:00,4092.17,4092.17,4092.17,4092.17,4092.17,4092.17,4092.17,4092.17,4092.17,4092.17,4092.17,4092.17,4092.17,4092.17
152,02-12-2022,15,14:00 - 14:15,4092.03,4092.03,4092.03,4092.03,4092.03,4092.03,4092.03,4092.03,4092.03,4092.03,4092.03,4092.03,4092.03,4092.03
