,Date,,A1,A2,E1,E2,N1,N2,N3,S1,S2,S3,W1,W2,W3,MCP
4,01-01-2023,Morning,7296.2,7296.2,7296.2,7296.2,7296.2,7296.2,7296.2,7296.2,7296.2,7296.2,7296.2,7296.2,7296.2,7296.2
5,02-01-2023,RTC,5906.32,5906.32,5906.32,5906.32,5906.32,5906.32,5906.32,5906.32,5906.32,5906.32,5906.32,5906.32,5906.32,5906.32
6,02-01-2023,Evening,6874.57,6874.57,6874.57,6874.57,6874.57,6874.57,6874.57,6874.57,6874.57,6874.57,6874.57,6874.57,6874.57,6874.57
7,02-01-2023,Day,6962.16,6962.16,6962.16,6962.16,6962.16,6962.16,6962.16,6962.16,6962.16,6962.16,6962.16,6962.16,6962.16,6962.16
8,02-01-2023,Night,2421.57,2421.57,2421.57,2421.57,2421.57,2421.57,2421.57,2421.57,2421.57,2421.57,2421.57,2421.57,2421.57,2421.57
9,02-01-2023,Morning,8704.57,8704.57,8704.57,8704.57,8704.57,8704.57,8704.57,8704.57,8704.57,8704.57,8704.57,8704.57,8704.57,8704.57
10,03-01-2023,RTC,5373.37,5373.37,5373.37,5373.37,5373.37,5373.37,5373.37,5373.37,5373.37,5373.37,5373.37,5373.37,5373.37,5373.37
11,03-01-2023,Evening,5979.27,5979.27,5979.27,5979.27,5979.27,5979.27,5979.27,5979.27,5979.27,5979.27,5979.27,5979.27,5979.27,5979.27
12,03-01-2023,Day,6317.35,6317.35,6317.35,6317.35,6317.35,6317.35,6317.35,6317.35,6317.35,6317.35,6317.35,6317.35,6317.35,6317.35
13,03-01-2023,Night,2611.18,2611.18,2611.18,2611.18,2611.18,2611.18,2611.18,2611.18,2611.18,2611.18,2611.18,2611.18,2611.18,2611.18
14,03-01-2023,Morning,7646.39,7646.39,7646.39,7646.39,7646.39,7646.39,7646.39,7646.39,7646.39,7646.39,7646.39,7646.39,7646.39,7646.39
15,04-01-2023,RTC,6015.31,6015.31,6015.31,6015.31,6015.31,6015.31,6015.31,6015.31,6015.31,6015.31,6015.31,6015.31,6015.31,6015.31
16,04-01-2023,Evening,7011.22,7011.22,7011.22,7011.22,7011.22,7011.22,7011.22,7011.22,7011.22,7011.22,7011.22,7011.22,7011.22,7011.22
17,04-01-2023,Day,6686.08,6686.08,6686.08,6686.08,6686.08,6686.08,6686.08,6686.08,6686.08,6686.08,6686.08,6686.08,6686.08,6686.08
18,04-01-2023,Night,2861.73,2861.73,2861.73,2861.73,2861.73,2861.73,2861.73,2861.73,2861.73,2861.73,2861.73,2861.73,2861.73,2861.73
19,04-01-2023,Morning,8866.41,8866.41,8866.41,8866.41,8866.41,8866.41,8866.41,8866.41,8866.41,8866.41,8866.41,8866.41,8866.41,8866.41
20,05-01-2023,RTC,6909.16,6909.16,6909.16,6909.16,6909.16,6909.16,6909.16,6909.16,6909.16,6909.16,6909.16,6909.16,6909.16,6909.16
21,05-01-2023,Evening,8307.57,8307.57,8307.57,8307.57,8307.57,8307.57,8307.57,8307.57,8307.57,8307.57,8307.57,8307.57,8307.57,8307.57
22,05-01-2023,Day,7571.02,7571.02,7571.02,7571.02,7571.02,7571.02,7571.02,7571.02,7571.02,7571.02,7571.02,7571.02,7571.02,7571.02
23,05-01-2023,Night,2838.91,2838.91,2838.91,2838.91,2838.91,2838.91,2838.91,2838.91,2838.91,2838.91,2838.91,2838.91,2838.91,2838.91
24,05-01-2023,Morning,10776.22,10776.22,10776.22,10776.22,10776.22,10776.22,10776.22,10776.22,10776.22,10776.22,10776.22,10776.22,10776.22,10776.22
25,06-01-2023,RTC,7228.08,7228.08,7228.08,7228.08,7228.08,7228.08,7228.08,7228.08,7228.08,7228.08,7228.08,7228.08,7228.08,7228.08
26,06-01-2023,Evening,8735.14,8735.14,8735.14,8735.14,8735.14,8735.14,8735.14,8735.14,8735.14,8735.14,8735.14,8735.14,8735.14,8735.14
27,06-01-2023,Day,8065.77,8065.77,8065.77,8065.77,8065.77,8065.77,8065.77,8065.77,8065.77,8065.77,8065.77,8065.77,8065.77,8065.77
28,06-01-2023,Night,2830.01,2830.01,2830.01,2830.01,2830.01,2830.01,2830.01,2830.01,2830.01,2830.01,2830.01,2830.01,2830.01,2830.01
29,06-01-2023,Morning,11198.15,11198.15,11198.15,11198.15,11198.15,11198.15,11198.15,11198.15,11198.15,11198.15,11198.15,11198.15,11198.15,11198.15
30,07-01-2023,RTC,7702.27,7702.27,7702.27,7702.27,7702.27,7702.27,7702.27,7702.27,7702.27,7702.27,7702.27,7702.27,7702.27,7702.27
31,07-01-2023,Evening,9125.29,9125.29,9125.29,9125.29,9125.29,9125.29,9125.29,9125.29,9125.29,9125.29,9125.29,9125.29,9125.29,9125.29
32,07-01-2023,Day,9344.74,9344.74,9344.74,9344.74,9344.74,9344.74,9344.74,9344.74,9344.74,9344.74,9344.74,9344.74,9344.74,9344.74
33,07-01-2023,Night,2778.15,2778.15,2778.15,2778.15,2778.15,2778.15,2778.15,2778.15,2778.15,2778.15,2778.15,2778.15,2778.15,2778.15
34,07-01-2023,Morning,11310.64,11310.64,11310.64,11310.64,11310.64,11310.64,11310.64,11310.64,11310.64,11310.64,11310.64,11310.64,11310.64,11310.64
35,08-01-2023,RTC,5852.16,5852.16,5852.16,5852.16,5852.16,5852.16,5852.16,5852.16,5852.16,5852.16,5852.16,5852.16,5852.16,5852.16
36,08-01-2023,Evening,6252.5,6252.5,6252.5,6252.5,6252.5,6252.5,6252.5,6252.5,6252.5,6252.5,6252.5,6252.5,6252.5,6252.5
37,08-01-2023,Day,6891.38,6891.38,6891.38,6891.38,6891.38,6891.38,6891.38,6891.38,6891.38,6891.38,6891.38,6891.38,6891.38,6891.38
38,08-01-2023,Night,2835.31,2835.31,2835.31,2835.31,2835.31,2835.31,2835.31,2835.31,2835.31,2835.31,2835.31,2835.31,2835.31,2835.31
39,08-01-2023,Morning,8712.54,8712.54,8712.54,8712.54,8712.54,8712.54,8712.54,8712.54,8712.54,8712.54,8712.54,8712.54,8712.54,8712.54
40,09-01-2023,RTC,7552.79,7552.79,7552.79,7552.79,7552.79,7552.79,7552.79,7552.79,7552.79,7552.79,7552.79,7552.79,7552.79,7552.79
41,09-01-2023,Evening,9585.89,9585.89,9585.89,9585.89,9585.89,9585.89,9585.89,9585.89,9585.89,9585.89,9585.89,9585.89,9585.89,9585.89
42,09-01-2023,Day,8759.79,8759.79,8759.79,8759.79,8759.79,8759.79,8759.79,8759.79,8759.79,8759.79,8759.79,8759.79,8759.79,8759.79
43,09-01-2023,Night,2906.06,2906.06,2906.06,2906.06,2906.06,2906.06,2906.06,2906.06,2906.06,2906.06,2906.06,2906.06,2906.06,2906.06
44,09-01-2023,Morning,10522.69,10522.69,10522.69,10522.69,10522.69,10522.69,10522.69,10522.69,10522.69,10522.69,10522.69,10522.69,10522.69,10522.69
45,10-01-2023,RTC,8085.16,8085.16,8085.16,8085.16,8085.16,8085.16,8085.16,8085.16,8085.16,8085.16,8085.16,8085.16,8085.16,8085.16
46,10-01-2023,Evening,10049.4,10049.4,10049.4,10049.4,10049.4,10049.4,10049.4,10049.4,10049.4,10049.4,10049.4,10049.4,10049.4,10049.4
47,10-01-2023,Day,9518.0,9518.0,9518.0,9518.0,9518.0,9518.0,9518.0,9518.0,9518.0,9518.0,9518.0,9518.0,9518.0,9518.0
48,10-01-2023,Night,3272.68,3272.68,3272.68,3272.68,3272.68,3272.68,3272.68,3272.68,3272.68,3272.68,3272.68,3272.68,3272.68,3272.68
49,10-01-2023,Morning,11053.19,11053.19,11053.19,11053.19,11053.19,11053.19,11053.19,11053.19,11053.19,11053.19,11053.19,11053.19,11053.19,11053.19
50,11-01-2023,RTC,8686.97,8686.97,8686.97,8686.97,8686.97,8686.97,8686.97,8686.97,8686.97,8686.97,8686.97,8686.97,8686.97,8686.97
51,11-01-2023,Evening,10613.79,10613.79,10613.79,10613.79,10613.79,10613.79,10613.79,10613.79,10613.79,10613.79,10613.79,10613.79,10613.79,10613.79
52,11-01-2023,Day,10323.48,10323.48,10323.48,10323.48,10323.48,10323.48,10323.48,10323.48,10323.48,10323.48,10323.48,10323.48,10323.48,10323.48
53,11-01-2023,Night,3637.84,3637.84,3637.84,3637.84,3637.84,3637.84,3637.84,3637.84,3637.84,3637.84,3637.84,3637.84,3637.84,3637.84
54,11-01-2023,Morning,11768.8,11768.8,11768.8,11768.8,11768.8,11768.8,11768.8,11768.8,11768.8,11768.8,11768.8,11768.8,11768.8,11768.8
55,12-01-2023,RTC,8412.51,8412.51,8412.51,8412.51,8412.51,8412.51,8412.51,8412.51,8412.51,8412.51,8412.51,8412.51,8412.51,8412.51
56,12-01-2023,Evening,10742.86,10742.86,10742.86,10742.86,10742.86,10742.86,10742.86,10742.86,10742.86,10742.86,10742.86,10742.86,10742.86,10742.86
57,12-01-2023,Day,9711.49,9711.49,9711.49,9711.49,9711.49,9711.49,9711.49,9711.49,9711.49,9711.49,9711.49,9711.49,9711.49,9711.49
58,12-01-2023,Night,3330.32,3330.32,3330.32,3330.32,3330.32,3330.32,3330.32,3330.32,3330.32,3330.32,3330.32,3330.32,3330.32,3330.32
59,12-01-2023,Morning,11537.58,11537.58,11537.58,11537.58,11537.58,11537.58,11537.58,11537.58,11537.58,11537.58,11537.58,11537.58,11537.58,11537.58
60,13-01-2023,RTC,8522.05,8522.05,8522.05,8522.05,8522.05,8522.05,8522.05,8522.05,8522.05,8522.05,8522.05,8522.05,8522.05,8522.05
61,13-01-2023,Evening,11043.74,11043.74,11043.74,11043.74,11043.74,11043.74,11043.74,11043.74,11043.74,11043.74,11043.74,11043.74,11043.74,11043.74
62,13-01-2023,Day,10151.42,10151.42,10151.42,10151.42,10151.42,10151.42,10151.42,10151.42,10151.42,10151.42,10151.42,10151.42,10151.42,10151.42
63,13-01-2023,Night,3236.65,3236.65,3236.65,3236.65,3236.65,3236.65,3236.65,3236.65,3236.65,3236.65,3236.65,3236.65,3236.65,3236.65
64,13-01-2023,Morning,11137.6,11137.6,11137.6,11137.6,11137.6,11137.6,11137.6,11137.6,11137.6,11137.6,11137.6,11137.6,11137.6,11137.6
65,14-01-2023,RTC,7832.26,7832.26,7832.26,7832.26,7832.26,7832.26,7832.26,7832.26,7832.26,7832.26,7832.26,7832.26,7832.26,7832.26
66,14-01-2023,Evening,9894.93,9894.93,9894.93,9894.93,9894.93,9894.93,9894.93,9894.93,9894.93,9894.93,9894.93,9894.93,9894.93,9894.93
67,14-01-2023,Day,8398.65,8398.65,8398.65,8398.65,8398.65,8398.65,8398.65,8398.65,8398.65,8398.65,8398.65,8398.65,8398.65,8398.65
68,14-01-2023,Night,3436.98,3436.98,3436.98,3436.98,3436.98,3436.98,3436.98,3436.98,3436.98,3436.98,3436.98,3436.98,3436.98,3436.98
69,14-01-2023,Morning,11438.8,11438.8,11438.8,11438.8,11438.8,11438.8,11438.8,11438.8,11438.8,11438.8,11438.8,11438.8,11438.8,11438.8
70,15-01-2023,RTC,6429.6,6429.6,6429.6,6429.6,6429.6,6429.6,6429.6,6429.6,6429.6,6429.6,6429.6,6429.6,6429.6,6429.6
71,15-01-2023,Evening,8363.57,8363.57,8363.57,8363.57,8363.57,8363.57,8363.57,8363.57,8363.57,8363.57,8363.57,8363.57,8363.57,8363.57
72,15-01-2023,Day,6161.82,6161.82,6161.82,6161.82,6161.82,6161.82,6161.82,6161.82,6161.82,6161.82,6161.82,6161.82,6161.82,6161.82
73,15-01-2023,Night,3292.53,3292.53,3292.53,3292.53,3292.53,3292.53,3292.53,3292.53,3292.53,3292.53,3292.53,3292.53,3292.53,3292.53
74,15-01-2023,Morning,9487.1,9487.1,9487.1,9487.1,9487.1,9487.1,9487.1,9487.1,9487.1,9487.1,9487.1,9487.1,9487.1,9487.1
75,16-01-2023,RTC,6207.22,6207.22,6207.22,6207.22,6207.22,6207.22,6207.22,6207.22,6207.22,6207.22,6207.22,6207.22,6207.22,6207.22
76,16-01-2023,Evening,7968.8,7968.8,7968.8,7968.8,7968.8,7968.8,7968.8,7968.8,7968.8,7968.8,7968.8,7968.8,7968.8,7968.8
77,16-01-2023,Day,5964.66,5964.66,5964.66,5964.66,5964.66,5964.66,5964.66,5964.66,5964.66,5964.66,5964.66,5964.66,5964.66,5964.66
78,16-01-2023,Night,2964.04,2964.04,2964.04,2964.04,2964.04,2964.04,2964.04,2964.04,2964.04,2964.04,2964.04,2964.04,2964.04,2964.04
79,16-01-2023,Morning,9664.88,9664.88,9664.88,9664.88,9664.88,9664.88,9664.88,9664.88,9664.88,9664.88,9664.88,9664.88,9664.88,9664.88
80,17-01-2023,RTC,6338.73,6338.73,6338.73,6338.73,6338.73,6338.73,6338.73,6338.73,6338.73,6338.73,6338.73,6338.73,6338.73,6338.73
81,17-01-2023,Evening,7501.98,7501.98,7501.98,7501.98,7501.98,7501.98,7501.98,7501.98,7501.98,7501.98,7501.98,7501.98,7501.98,7501.98
82,17-01-2023,Day,6287.31,6287.31,6287.31,6287.31,6287.31,6287.31,6287.31,6287.31,6287.31,6287.31,6287.31,6287.31,6287.31,6287.31
83,17-01-2023,Night,3014.41,3014.41,3014.41,3014.41,3014.41,3014.41,3014.41,3014.41,3014.41,3014.41,3014.41,3014.41,3014.41,3014.41
84,17-01-2023,Morning,10501.38,10501.38,10501.38,10501.38,10501.38,10501.38,10501.38,10501.38,10501.38,10501.38,10501.38,10501.38,10501.38,10501.38
85,18-01-2023,RTC,6024.37,6024.37,6024.37,6024.37,6024.37,6024.37,6024.37,6024.37,6024.37,6024.37,6024.37,6024.37,6024.37,6024.37
86,18-01-2023,Evening,7003.97,7003.97,7003.97,7003.97,7003.97,7003.97,7003.97,7003.97,7003.97,7003.97,7003.97,7003.97,7003.97,7003.97
87,18-01-2023,Day,5899.86,5899.86,5899.86,5899.86,5899.86,5899.86,5899.86,5899.86,5899.86,5899.86,5899.86,5899.86,5899.86,5899.86
88,18-01-2023,Night,3047.76,3047.76,3047.76,3047.76,3047.76,3047.76,3047.76,3047.76,3047.76,3047.76,3047.76,3047.76,3047.76,3047.76
89,18-01-2023,Morning,9981.96,9981.96,9981.96,9981.96,9981.96,9981.96,9981.96,9981.96,9981.96,9981.96,9981.96,9981.96,9981.96,9981.96
90,19-01-2023,RTC,6309.66,6309.66,6309.66,6309.66,6309.66,6309.66,6309.66,6309.66,6309.66,6309.66,6309.66,6309.66,6309.66,6309.66
91,19-01-2023,Evening,8128.55,8128.55,8128.55,8128.55,8128.55,8128.55,8128.55,8128.55,8128.55,8128.55,8128.55,8128.55,8128.55,8128.55
92,19-01-2023,Day,5841.97,5841.97,5841.97,5841.97,5841.97,5841.97,5841.97,5841.97,5841.97,5841.97,5841.97,5841.97,5841.97,5841.97
93,19-01-2023,Night,3019.38,3019.38,3019.38,3019.38,3019.38,3019.38,3019.38,3019.38,3019.38,3019.38,3019.38,3019.38,3019.38,3019.38
94,19-01-2023,Morning,10157.81,10157.81,10157.81,10157.81,10157.81,10157.81,10157.81,10157.81,10157.81,10157.81,10157.81,10157.81,10157.81,10157.81
95,20-01-2023,RTC,6958.49,6958.49,6958.49,6958.49,6958.49,6958.49,6958.49,6958.49,6958.49,6958.49,6958.49,6958.49,6958.49,6958.49
96,20-01-2023,Evening,9164.67,9164.67,9164.67,9164.67,9164.67,9164.67,9164.67,9164.67,9164.67,9164.67,9164.67,9164.67,9164.67,9164.67
97,20-01-2023,Day,6655.55,6655.55,6655.55,6655.55,6655.55,6655.55,6655.55,6655.55,6655.55,6655.55,6655.55,6655.55,6655.55,6655.55
98,20-01-2023,Night,3104.12,3104.12,3104.12,3104.12,3104.12,3104.12,3104.12,3104.12,3104.12,3104.12,3104.12,3104.12,3104.12,3104.12
99,20-01-2023,Morning,10924.52,10924.52,10924.52,10924.52,10924.52,10924.52,10924.52,10924.52,10924.52,10924.52,10924.52,10924.52,10924.52,10924.52
100,21-01-2023,RTC,6935.78,6935.78,6935.78,6935.78,6935.78,6935.78,6935.78,6935.78,6935.78,6935.78,6935.78,6935.78,6935.78,6935.78
101,21-01-2023,Evening,9051.87,9051.87,9051.87,9051.87,9051.87,9051.87,9051.87,9051.87,9051.87,9051.87,9051.87,9051.87,9051.87,9051.87
102,21-01-2023,Day,6793.86,6793.86,6793.86,6793.86,6793.86,6793.86,6793.86,6793.86,6793.86,6793.86,6793.86,6793.86,6793.86,6793.86
103,21-01-2023,Night,3060.65,3060.65,3060.65,3060.65,3060.65,3060.65,3060.65,3060.65,3060.65,3060.65,3060.65,3060.65,3060.65,3060.65
104,21-01-2023,Morning,10791.52,10791.52,10791.52,10791.52,10791.52,10791.52,10791.52,10791.52,10791.52,10791.52,10791.52,10791.52,10791.52,10791.52
105,22-01-2023,RTC,4668.63,4668.63,4668.63,4668.63,4668.63,4668.63,4668.63,4668.63,4668.63,4668.63,4668.63,4668.63,4668.63,4668.63
106,22-01-2023,Evening,5525.81,5525.81,5525.81,5525.81,5525.81,5525.81,5525.81,5525.81,5525.81,5525.81,5525.81,5525.81,5525.81,5525.81
107,22-01-2023,Day,4418.52,4418.52,4418.52,4418.52,4418.52,4418.52,4418.52,4418.52,4418.52,4418.52,4418.52,4418.52,4418.52,4418.52
108,22-01-2023,Night,2923.8,2923.8,2923.8,2923.8,2923.8,2923.8,2923.8,2923.8,2923.8,2923.8,2923.8,2923.8,2923.8,2923.8
109,22-01-2023,Morning,6873.99,6873.99,6873.99,6873.99,6873.99,6873.99,6873.99,6873.99,6873.99,6873.99,6873.99,6873.99,6873.99,6873.99
110,23-01-2023,RTC,6043.36,6043.36,6043.36,6043.36,6043.36,6043.36,6043.36,6043.36,6043.36,6043.36,6043.36,6043.36,6043.36,6043.36
111,23-01-2023,Evening,7416.98,7416.98,7416.98,7416.98,7416.98,7416.98,7416.98,7416.98,7416.98,7416.98,7416.98,7416.98,7416.98,7416.98
112,23-01-2023,Day,5406.96,5406.96,5406.96,5406.96,5406.96,5406.96,5406.96,5406.96,5406.96,5406.96,5406.96,5406.96,5406.96,5406.96
113,23-01-2023,Night,2900.45,2900.45,2900.45,2900.45,2900.45,2900.45,2900.45,2900.45,2900.45,2900.45,2900.45,2900.45,2900.45,2900.45
114,23-01-2023,Morning,10596.74,10596.74,10596.74,10596.74,10596.74,10596.74,10596.74,10596.74,10596.74,10596.74,10596.74,10596.74,10596.74,10596.74
115,24-01-2023,RTC,4912.39,4912.39,4912.39,4912.39,4912.39,4912.39,4912.39,4912.39,4912.39,4912.39,4912.39,4912.39,4912.39,4912.39
116,24-01-2023,Evening,6827.62,6827.62,6827.62,6827.62,6827.62,6827.62,6827.62,6827.62,6827.62,6827.62,6827.62,6827.62,6827.62,6827.62
117,24-01-2023,Day,4388.36,4388.36,4388.36,4388.36,4388.36,4388.36,4388.36,4388.36,4388.36,4388.36,4388.36,4388.36,4388.36,4388.36
118,24-01-2023,Night,2714.51,2714.51,2714.51,2714.51,2714.51,2714.51,2714.51,2714.51,2714.51,2714.51,2714.51,2714.51,2714.51,2714.51
119,24-01-2023,Morning,6802.93,6802.93,6802.93,6802.93,6802.93,6802.93,6802.93,6802.93,6802.93,6802.93,6802.93,6802.93,6802.93,6802.93
120,25-01-2023,RTC,5037.62,5037.62,5037.62,5037.62,5037.62,5037.62,5037.62,5037.62,5037.62,5037.62,5037.62,5037.62,5037.62,5037.62
121,25-01-2023,Evening,7329.99,7329.99,7329.99,7329.99,7329.99,7329.99,7329.99,7329.99,7329.99,7329.99,7329.99,7329.99,7329.99,7329.99
122,25-01-2023,Day,4211.66,4211.66,4211.66,4211.66,4211.66,4211.66,4211.66,4211.66,4211.66,4211.66,4211.66,4211.66,4211.66,4211.66
123,25-01-2023,Night,2769.18,2769.18,2769.18,2769.18,2769.18,2769.18,2769.18,2769.18,2769.18,2769.18,2769.18,2769.18,2769.18,2769.18
124,25-01-2023,Morning,7014.26,7014.26,7014.26,7014.26,7014.26,7014.26,7014.26,7014.26,7014.26,7014.26,7014.26,7014.26,7014.26,7014.26
125,26-01-2023,RTC,3884.87,3884.87,3884.87,3884.87,3884.87,3884.87,3884.87,3884.87,3884.87,3884.87,3884.87,3884.87,3884.87,3884.87
126,26-01-2023,Evening,4740.07,4740.07,4740.07,4740.07,4740.07,4740.07,4740.07,4740.07,4740.07,4740.07,4740.07,4740.07,4740.07,4740.07
127,26-01-2023,Day,3073.56,3073.56,3073.56,3073.56,3073.56,3073.56,3073.56,3073.56,3073.56,3073.56,3073.56,3073.56,3073.56,3073.56
128,26-01-2023,Night,2818.04,2818.04,2818.04,2818.04,2818.04,2818.04,2818.04,2818.04,2818.04,2818.04,2818.04,2818.04,2818.04,2818.04
129,26-01-2023,Morning,5888.81,5888.81,5888.81,5888.81,5888.81,5888.81,5888.81,5888.81,5888.81,5888.81,5888.81,5888.81,5888.81,5888.81
130,27-01-2023,RTC,4615.83,4615.83,4615.83,4615.83,4615.83,4615.83,4615.83,4615.83,4615.83,4615.83,4615.83,4615.83,4615.83,4615.83
131,27-01-2023,Evening,7030.12,7030.12,7030.12,7030.12,7030.12,7030.12,7030.12,7030.12,7030.12,7030.12,7030.12,7030.12,7030.12,7030.12
132,27-01-2023,Day,4193.49,4193.49,4193.49,4193.49,4193.49,4193.49,4193.49,4193.49,4193.49,4193.49,4193.49,4193.49,4193.49,4193.49
133,27-01-2023,Night,2642.92,2642.92,2642.92,2642.92,2642.92,2642.92,2642.92,2642.92,2642.92,2642.92,2642.92,2642.92,2642.92,2642.92
134,27-01-2023,Morning,5186.12,5186.12,5186.12,5186.12,5186.12,5186.12,5186.12,5186.12,5186.12,5186.12,5186.12,5186.12,5186.12,5186.12
135,28-01-2023,RTC,4982.02,4982.02,4982.02,4982.02,4982.02,4982.02,4982.02,4982.02,4982.02,4982.02,4982.02,4982.02,4982.02,4982.02
136,28-01-2023,Evening,7270.26,7270.26,7270.26,7270.26,7270.26,7270.26,7270.26,7270.26,7270.26,7270.26,7270.26,7270.26,7270.26,7270.26
137,28-01-2023,Day,4406.92,4406.92,4406.92,4406.92,4406.92,4406.92,4406.92,4406.92,4406.92,4406.92,4406.92,4406.92,4406.92,4406.92
138,28-01-2023,Night,2963.91,2963.91,2963.91,2963.91,2963.91,2963.91,2963.91,2963.91,2963.91,2963.91,2963.91,2963.91,2963.91,2963.91
139,28-01-2023,Morning,6087.78,6087.78,6087.78,6087.78,6087.78,6087.78,6087.78,6087.78,6087.78,6087.78,6087.78,6087.78,6087.78,6087.78
140,29-01-2023,RTC,3938.91,3938.91,3938.91,3938.91,3938.91,3938.91,3938.91,3938.91,3938.91,3938.91,3938.91,3938.91,3938.91,3938.91
141,29-01-2023,Evening,4642.54,4642.54,4642.54,4642.54,4642.54,4642.54,4642.54,4642.54,4642.54,4642.54,4642.54,4642.54,4642.54,4642.54
142,29-01-2023,Day,3611.52,3611.52,3611.52,3611.52,3611.52,3611.52,3611.52,3611.52,3611.52,3611.52,3611.52,3611.52,3611.52,3611.52
143,29-01-2023,Night,3000.97,3000.97,3000.97,3000.97,3000.97,3000.97,3000.97,3000.97,3000.97,3000.97,3000.97,3000.97,3000.97,3000.97
144,29-01-2023,Morning,5097.84,5097.84,5097.84,5097.84,5097.84,5097.84,5097.84,5097.84,5097.84,5097.84,5097.84,5097.84,5097.84,5097.84
145,30-01-2023,RTC,4975.26,4975.26,4975.26,4975.26,4975.26,4975.26,4975.26,4975.26,4975.26,4975.26,4975.26,4975.26,4975.26,4975.26
146,30-01-2023,Evening,7312.55,7312.55,7312.55,7312.55,7312.55,7312.55,7312.55,7312.55,7312.55,7312.55,7312.55,7312.55,7312.55,7312.55
147,30-01-2023,Day,4319.64,4319.64,4319.64,4319.64,4319.64,4319.64,4319.64,4319.64,4319.64,4319.64,4319.64,4319.64,4319.64,4319.64
148,30-01-2023,Night,3032.9,3032.9,3032.9,3032.9,3032.9,3032.9,3032.9,3032.9,3032.9,3032.9,3032.9,3032.9,3032.9,3032.9
149,30-01-2023,Morning,6015.81,6015.81,6015.81,6015.81,6015.81,6015.81,6015.81,6015.81,6015.81,6015.81,6015.81,6015.81,6015.81,6015.81
150,31-01-2023,RTC,4288.9,4288.9,4288.9,4288.9,4288.9,4288.9,4288.9,4288.9,4288.9,4288.9,4288.9,4288.9,4288.9,4288.9
151,31-01-2023,Evening,5632.18,5632.18,5632.18,5632.18,5632.18,5632.18,5632.18,5632.18,5632.18,5632.18,5632.18,5632.18,5632.18,5632.18
152,31-01-2023,Day,3791.44,3791.44,3791.44,3791.44,3791.44,3791.44,3791.44,3791.44,3791.44,3791.44,3791.44,3791.44,3791.44,3791.44
153,31-01-2023,Night,2936.07,2936.07,2936.07,2936.07,2936.07,2936.07,2936.07,2936.07,2936.07,2936.07,2936.07,2936.07,2936.07,2936.07
154,31-01-2023,Morning,5511.99,5511.99,5511.99,5511.99,5511.99,5511.99,5511.99,5511.99,5511.99,5511.99,5511.99,5511.99,5511.99,5511.99
